Punto_COD;Punto_Nombre;IFSN;ICA 5;ICA 6;Caudal (L/s) (L/s);Temperatura Agua (°C) (°C);Temperatura Ambiente (°C) (°C);Conductividad (uS/cm) (uS/cm);pH (Uds. pH) (Uds. pH);Oxigeno Disuelto (mgO 2 /L) (mgO2/L);Turbiedad (NTU);pH medido en el laboratorio (pH);Color Verdadero (Pt/Co);Sólidos Totales (mg/L);Sólidos Suspendidos Totales (mg/L);Alcalinidad Total (mg CaCO3/L);Dureza Total (mg CaCO3/L);Demanda Química de Oxígeno (total o soluble) (mg O2/L);Demanda Bioquímica de Oxígeno (total o soluble) (mg O2/L);Oxígeno Disuelto (mg O2/L);Nitrógeno Total (mgN/L);Nitratos (mgN-NO3/L);Nitritos (mgN-NO2/L);Fosfatos (mgP-PO4-3/L);Fósforo Total (mgP-PO4-3/L);Cloruros (mg Cl-/L);Sulfatos (mg SO4-2/L);Grasas y/o Aceites (mg/L);Detergentes (SAAM) (mg SAAM/L);Coliformes Totales (E + 1) (NMP/100mL);E. Coli (E + 1) (NMP/100mL);Fecha;Hora;Altura - Punto Monitoreo
49;RIO RISARALDA, PUENTE UMBRIA;68;0.55;0.61;-;18.4;25.2;54.1;7.17;8.04;55;7.28;40;342;253;23.8;28.7;32;< 2;-;-;0.275;< 0.005;0.097;-;< 5;< 5;3.5;< 0.025;86640;8820;2022-04-05;11:30:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.77;0.77;16517;18.7;25.4;91.9;7.68;7.94;9.1;7.92;10;102;26.2;43.9;38.6;< 20;< 2;-;-;0.305;0.0082;< 0.09;-;< 5;< 5;2.5;0.025;68670;16640;2022-07-05;10:40:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.77;0.78;13494.44;19.7;26.8;87.17;7.85;7.59;9.5;7.7;30;105;29.9;33.5;32.8;< 20;< 2;-;-;0.332;0.0084;0.127;-;< 5;< 7;0.11;0.172;70500;15800;2022-10-18;10:40:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;73;0.73;0.75;16834.99;18.9;25.2;78.62;7.62;8.2;3.7;-;20;95.5;16.3;37.7;37.9;21.9;< 2;-;-;0.258;0.0105;< 0.09;-;< 5;< 5;0.549;< 0.025;68670;12110;2023-04-11;10:30:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;91;0.95;0.93;8580.09;19.7;25.1;84.16;8.02;7.84;2.6;-;20;98;19.6;39.7;38.5;< 20;3.17;-;-;0.241;0.0193;< 0.09;-;< 5;< 5;2.27;< 0.025;0.183;0.1;2023-07-04;11:00:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;73;0.77;0.77;5042.2;22.2;29.6;110.71;7.41;7.87;4.1;-;10;91;10.6;48.8;48.3;< 20;< 2;-;-;0.322;0.0193;0.099;-;< 8;< 5;0.761;0.287;155310;29870;2023-09-12;10:30:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;74;0.78;0.77;3412.84;22.3;26.6;118.6;7.96;7.4;2;-;10;93.9;6.5;53.5;48.8;< 20;< 2;-;-;0.244;0.0144;0.091;-;< 8;< 5;2.37;0.056;92080;43520;2024-03-05;10:50:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;74;0.77;0.76;-;20.4;25.9;128.4;7.72;7.9;6;-;10;66;11.4;36.5;35.4;< 20;< 2;-;-;0.258;0.0059;< 0.09;-;< 8;< 5;0.543;0.069;32550;10460;2024-07-09;11:00:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;72;0.76;0.74;0;19.2;24.7;127.23;7.59;7.74;30;-;30;103;46.1;26.4;25.3;16.1;< 2;-;-;< 0.1;0.0056;< 0.09;-;< 8;7.54;1.76;< 0.025;68670;17230;2025-02-18;11:25:00;1274.649555
49;RIO RISARALDA, PUENTE UMBRIA;75;0.78;0.78;10402.09;19.3;23.2;103.82;7.84;7.9;5.85;-;16;92;7.1;39.8;35.2;< 20;< 2;-;< 5;0.255;0.0055;0.146;< 0.15;< 8;< 5;-;-;648800;25900;2025-10-14;22:30:00;1274.649555
